"D" "shape" "scale" "logLik" "AIC" "maxgrad"
5477.5484296 -2.71270409371 -0.366495589437 -2616.22 5238.44 -2.65401e-06
5278.31113462 -2.5773708531 -0.347514407277 -2544.31 5094.62 -2.25484e-07
5413.51553321 -2.33096842081 -0.323579249676 -2555.54 5117.08 -1.90594e-06
5241.57126814 -2.4520372685 -0.331288809208 -2563.7 5133.4 -1.97728e-05
5289.81050902 -2.46492977086 -0.339256867728 -2500.17 5006.34 -4.5958e-06
5110.37692294 -2.35569276739 -0.327018232902 -2426.5 4859 -3.71215e-05
5121.12985342 -2.85114289998 -0.37863310738 -2464.2 4934.4 -4.16727e-06
5191.40514808 -2.56685898706 -0.344844658136 -2535.58 5077.16 -4.59609e-05
5742.74845125 -2.64774049508 -0.360337587625 -2719.83 5445.66 -1.1124e-05
4916.22542729 -2.73717950332 -0.359856544064 -2436.96 4879.92 -1.96234e-06
5694.24099541 -2.7120175706 -0.365707009176 -2691.09 5388.18 -9.86136e-05
5371.35016187 -2.99520490478 -0.395724828874 -2559.13 5124.26 -3.74185e-06
5389.93356221 -2.88793370866 -0.398601076832 -2448.59 4903.18 -5.30391e-05
5448.97008214 -2.64970617028 -0.361388418796 -2555.82 5117.64 -3.43117e-05
5270.36695707 -2.7054088874 -0.370452041791 -2442.42 4890.84 -1.1108e-08
5918.54014148 -2.77291369788 -0.367472191261 -2876.13 5758.26 -0.000390165
4737.75551157 -2.63668345082 -0.355126881052 -2283.93 4573.86 -1.18361e-05
5092.11632203 -2.54068661819 -0.347074362744 -2409.86 4825.72 -4.6775e-07
5250.86177148 -2.68644880564 -0.363476488619 -2493.16 4992.32 -4.37815e-06
5514.71159079 -2.57953802995 -0.347421025954 -2663.43 5332.86 -2.64668e-05
5232.63057418 -2.54946151672 -0.340942124153 -2560.52 5127.04 -1.92171e-07
5605.44464939 -2.62341970753 -0.359857100606 -2613.14 5232.28 -0.00022605
4691.64628326 -2.61044107107 -0.350994801515 -2254.68 4515.36 -1.34103e-06
5158.11380433 -2.63352031229 -0.358702432292 -2430.62 4867.24 -7.59501e-05
5239.01140109 -2.53129790876 -0.343893798341 -2540.26 5086.52 -2.4174e-05
5555.96613719 -2.64910017565 -0.355613805577 -2681.83 5369.66 -4.32453e-06
4859.70896789 -2.67101549902 -0.364902017946 -2278.86 4563.72 -1.87321e-07
5118.60049246 -2.59676467519 -0.346947042911 -2499.5 5005 -8.78892e-06
5068.4263521 -2.80630337014 -0.375498219159 -2419.79 4845.58 -5.42027e-06
5527.73807105 -2.65690241142 -0.356670022877 -2674.26 5354.52 -4.48697e-05
5140.81455292 -2.3463654903 -0.319646771217 -2518.11 5042.22 -2.72066e-05
5150.26241694 -2.78509771996 -0.375984309501 -2424.48 4854.96 -1.60776e-05
5337.67293579 -2.67303770734 -0.363243356851 -2497.74 5001.48 -7.9964e-06
5584.6590763 -2.70187167506 -0.360328461195 -2710.7 5427.4 -8.15262e-05
5193.23106079 -2.65059660009 -0.360168934187 -2473.03 4952.06 -2.64735e-05
4990.35080382 -2.63133053743 -0.352369626483 -2430.63 4867.26 -5.67845e-05
5513.46721813 -2.61954564471 -0.349856865123 -2674.41 5354.82 -2.46218e-05
5583.16461299 -2.57094466077 -0.351430544351 -2626.46 5258.92 -1.17597e-05
5464.69326801 -2.81840302849 -0.383136843029 -2549.98 5105.96 -8.16893e-05
5435.4052073 -2.41740970565 -0.328453763619 -2653.23 5312.46 -7.19055e-05
5586.79177489 -2.60242318422 -0.351539694003 -2669.7 5345.4 -9.34233e-06
4900.09214905 -2.69224287459 -0.358849332191 -2389.6 4785.2 -9.54709e-05
5352.30984661 -2.85075054317 -0.377978492283 -2587.61 5181.22 -2.70328e-06
4979.25288158 -2.67265637588 -0.356710126112 -2413.87 4833.74 -2.29881e-05
5302.92737169 -2.76541426863 -0.369141404781 -2532.93 5071.86 -7.27237e-07
5335.92538441 -2.79691626566 -0.37573438947 -2542.27 5090.54 -7.75004e-06
5525.04077522 -2.62056697338 -0.352918225474 -2650.4 5306.8 -2.28863e-05
4819.7569562 -2.54273761245 -0.346740761518 -2310.27 4626.54 -2.56248e-06
5810.28669488 -2.59014656031 -0.355859924046 -2711.74 5429.48 -8.17265e-06
4903.57077281 -2.5456233448 -0.340580351358 -2408.19 4822.38 -1.88666e-05
4917.36144971 -2.66459511972 -0.35476758926 -2400.33 4806.66 -7.98733e-05
5250.17195444 -2.62223772282 -0.350604722321 -2568.21 5142.42 -8.10173e-06
5120.74662907 -2.94051848537 -0.382999358802 -2485.98 4977.96 -8.88244e-06
5433.34477568 -2.52175803294 -0.341711934309 -2620.13 5246.26 -4.58842e-05
5376.19446047 -2.48544023094 -0.339066339541 -2570.02 5146.04 -7.8222e-06
5461.53935401 -2.66630879422 -0.355916495925 -2633.74 5273.48 -9.09846e-05
5396.17738147 -2.52978734985 -0.340022373473 -2628.16 5262.32 -1.06656e-05
5006.76813068 -2.63754771048 -0.35319322255 -2428.14 4862.28 -2.96485e-05
5405.6440928 -2.77539065644 -0.369321835197 -2591.9 5189.8 -4.83724e-06
5484.76095745 -2.58466635999 -0.347285444353 -2655.09 5316.18 -7.02651e-06
5460.58400368 -2.61931876384 -0.347884280344 -2682.94 5371.88 -7.95536e-05
5338.16946542 -2.5447943537 -0.345915279879 -2555.25 5116.5 -2.18148e-05
5550.60994692 -2.53905338077 -0.35140984191 -2591.08 5188.16 -7.00542e-05
4972.38838166 -2.57702660845 -0.346520342381 -2420.26 4846.52 -5.98978e-06
5335.67153352 -2.52512589667 -0.346618044274 -2523.79 5053.58 -1.35011e-05
4658.17269533 -2.46548117782 -0.329884168265 -2295.66 4597.32 -2.98678e-05
4979.928987 -2.72524132835 -0.362198123661 -2406.42 4818.84 -7.47082e-06
5711.02542892 -2.65099950768 -0.355242283065 -2765.77 5537.54 -1.64248e-06
5346.574715 -2.30439245649 -0.3215992952 -2526.44 5058.88 -7.34105e-05
5382.38580044 -2.47610872261 -0.347101422569 -2470.52 4947.04 -6.45511e-06
4974.80961322 -2.56944231283 -0.345741595186 -2410.14 4826.28 -8.84695e-05
4926.74511005 -2.5738682424 -0.342730442564 -2447.76 4901.52 -7.22878e-06
4982.87157548 -2.7695404763 -0.367708680748 -2398.52 4803.04 -1.95359e-05
5178.9181444 -2.59656341636 -0.357063644243 -2425.76 4857.52 -1.5632e-06
4885.20773084 -2.50180752213 -0.341090171286 -2348.68 4703.36 -1.71013e-05
5270.35173926 -2.74328778782 -0.368055072016 -2529.43 5064.86 -0.000894445
5669.15367494 -2.61867427192 -0.353048705817 -2719.42 5444.84 -1.0738e-05
5694.55997432 -2.4966422868 -0.343221006038 -2691.85 5389.7 -3.46722e-05
5368.49142309 -2.48229209758 -0.333695001749 -2635.07 5276.14 -2.75586e-06
4918.31620126 -2.54903580375 -0.341814696449 -2395.79 4797.58 -2.3208e-05
5310.28813699 -2.4594670091 -0.338842245286 -2509.87 5025.74 -4.33178e-07
5608.80731159 -2.70260214646 -0.372398252876 -2600.02 5206.04 -0.000165922
5188.19873854 -2.90601755494 -0.385692578943 -2483.81 4973.62 -2.83657e-06
4961.87893545 -2.73109199163 -0.360949250035 -2438.57 4883.14 -1.78306e-05
5357.72775305 -2.79093481494 -0.378030539017 -2516.61 5039.22 -5.41425e-06
5223.91106844 -2.58882510604 -0.344390609121 -2579.92 5165.84 -6.51753e-07
5390.26393263 -2.55124624153 -0.354414461429 -2492.66 4991.32 -3.05216e-06
5096.61206191 -2.72213032745 -0.365118811739 -2454.95 4915.9 -4.56256e-06
5486.61408621 -2.78621683147 -0.373452777803 -2604.18 5214.36 -2.44561e-06
5516.71152114 -2.57285094513 -0.353844971238 -2584.62 5175.24 -2.08621e-05
4895.87185938 -2.72570363804 -0.367233047665 -2339.16 4684.32 -0.000110728
5364.69265133 -2.43518864601 -0.336257010986 -2546.93 5099.86 -1.58366e-06
5488.16268254 -2.2960669906 -0.314897126234 -2668.03 5342.06 -5.28759e-06
5380.00699431 -2.61948190087 -0.351555220037 -2614.03 5234.06 -2.54953e-06
5150.78659959 -2.43674725468 -0.335017044652 -2458.21 4922.42 -1.40479e-05
5298.4645544 -2.37072637079 -0.325087589595 -2571.51 5149.02 -9.25648e-06
5069.9488146 -2.61857102427 -0.355362365321 -2413.61 4833.22 -3.49535e-05
5419.46749353 -2.69116637216 -0.361539321185 -2591.85 5189.7 -4.58426e-05
5233.83570165 -2.60352528955 -0.35493461783 -2479.22 4964.44 -1.35103e-07
5419.3475434 -2.46705204726 -0.338228544098 -2584.63 5175.26 -2.0756e-05
5382.84701746 -2.5539108643 -0.340700533402 -2638.71 5283.42 -5.44098e-06
5773.19860883 -2.70234211843 -0.365439763568 -2724.84 5455.68 -0.000191139
4942.94660154 -2.74722048196 -0.368077006157 -2371.9 4749.8 -5.19655e-06
5161.03065864 -2.6645092506 -0.359182771144 -2477.7 4961.4 -2.49216e-06
5279.39477098 -2.82145710154 -0.376335685654 -2539.55 5085.1 -1.31309e-06
6033.53591973 -2.82845344093 -0.389039580121 -2732.39 5470.78 -2.06482e-07
5748.87923957 -2.57379095653 -0.347033362643 -2771.32 5548.64 -8.72752e-05
5183.23914344 -2.82306173105 -0.380788393061 -2433.5 4873 -1.09801e-05
5319.30856796 -2.58399042144 -0.35550563905 -2474.35 4954.7 -3.68607e-07
5248.52820818 -2.45559129923 -0.337578420615 -2483.77 4973.54 -1.26318e-05
5176.79128489 -2.52818023368 -0.336268567834 -2554.33 5114.66 -3.72599e-06
4904.53115868 -2.71890226067 -0.363236902467 -2384.48 4774.96 -7.47179e-05
4900.45788497 -2.84997557172 -0.376026207555 -2388.08 4782.16 -4.04752e-05
5153.55903469 -2.83361037192 -0.36959606562 -2557.22 5120.44 -3.35831e-05
4838.75727207 -2.63724295102 -0.36812988622 -2188.47 4382.94 -9.04947e-06
5417.60668587 -2.55853741937 -0.346145904298 -2619.76 5245.52 -2.01301e-05
4890.05267672 -2.81400162933 -0.377668314576 -2318.49 4642.98 -4.64127e-05
4710.86127252 -2.77080401074 -0.373648048326 -2231.05 4468.1 -3.94271e-05
5069.20607936 -2.56327280902 -0.345184050748 -2459.8 4925.6 -1.25276e-06
5757.57375088 -2.31859183971 -0.31870503588 -2762.81 5531.62 -3.94324e-05
5152.89548495 -2.73524965177 -0.37001430591 -2436.55 4879.1 -2.58665e-06
5355.47065451 -2.48751624221 -0.338263636119 -2582.74 5171.48 -8.07468e-07
5046.63998409 -2.46945577542 -0.331886635147 -2493.24 4992.48 -9.50604e-06
5741.3324641 -2.45653074595 -0.331820847089 -2806.44 5618.88 -1.17084e-05
5429.94191647 -2.50516247524 -0.341857651492 -2586.57 5179.14 -5.34887e-05
5377.03310606 -2.70248638724 -0.364776874307 -2561.01 5128.02 -1.26315e-05
5474.8166806 -2.77103519337 -0.369277474556 -2634.46 5274.92 -2.21454e-06
5179.01616821 -2.54642454364 -0.337768950123 -2590.76 5187.52 -2.92317e-06
5513.3784601 -2.78584736372 -0.368235577996 -2680.98 5367.96 -4.79875e-05
5383.97314551 -2.62861000549 -0.352868223267 -2601.12 5208.24 -4.98059e-06
4966.28382608 -2.58511850457 -0.347151601846 -2423.42 4852.84 -6.70576e-06
5298.9894873 -2.68438345625 -0.362483538421 -2509.72 5025.44 -2.81453e-05
4980.70732889 -2.65517646597 -0.357326382702 -2397.05 4800.1 -4.0186e-05
5369.64827763 -2.57374009515 -0.354426214936 -2505.01 5016.02 -9.55516e-05
5166.98097268 -2.53430016023 -0.343680807545 -2468.88 4943.76 -5.92558e-06
5165.40381514 -2.49794345881 -0.337578094232 -2499.72 5005.44 -6.47716e-06
5637.09094332 -2.62783908595 -0.357220145769 -2661.85 5329.7 -0.000242648
5122.58695844 -2.58751715383 -0.351931954604 -2439.15 4884.3 -1.16447e-05
5176.28321174 -2.69984570241 -0.361751044799 -2483.32 4972.64 -2.08139e-05
5428.58525721 -2.7485309274 -0.369021283779 -2568.22 5142.44 -9.13022e-06
5215.68628457 -2.71912706899 -0.361183379366 -2529.09 5064.18 -2.33757e-05
5642.07969035 -2.65621324705 -0.356220439448 -2726.74 5459.48 -6.38743e-07
5582.3388822 -2.57236797412 -0.350774902059 -2630.6 5267.2 -1.47885e-05
5342.14230132 -2.6012272478 -0.350560860923 -2569.81 5145.62 -3.41728e-05
5551.89261125 -2.6174892545 -0.356327861562 -2645.48 5296.96 -4.63769e-06
5310.46899857 -2.64473414402 -0.352497930052 -2596.95 5199.9 -1.57311e-07
5375.22223579 -3.01967061818 -0.392616751327 -2634.42 5274.84 -4.52807e-05
5322.43089087 -2.6175569978 -0.351485567695 -2575.7 5157.4 -8.15681e-07
4750.83619653 -2.81789196248 -0.373142509347 -2298.73 4603.46 -5.89358e-06
5718.78063962 -2.63905059114 -0.359623117118 -2675.35 5356.7 -2.43848e-05
5425.96731403 -2.70742887052 -0.358161364125 -2669.17 5344.34 -1.65186e-05
4765.6980598 -2.87602957998 -0.380145613725 -2302.48 4610.96 -2.61737e-06
4765.00508871 -2.41709671006 -0.32424803731 -2361.4 4728.8 -7.01662e-06
4852.95823895 -2.48152259301 -0.342036152689 -2322.96 4651.92 -2.35159e-05
5321.29700417 -2.50818593925 -0.344594735686 -2521.6 5049.2 -2.83293e-06
5281.55971143 -2.59949397681 -0.357066170233 -2476.07 4958.14 -5.43089e-07
5184.74155345 -2.64236944223 -0.353579173535 -2506.22 5018.44 -5.65113e-06
5553.76583502 -2.70881707614 -0.360334069178 -2683.68 5373.36 -5.34936e-06
5250.91870458 -2.54546977017 -0.335999015474 -2641.44 5288.88 -2.60751e-06
5224.70648658 -2.62216022154 -0.351674192473 -2539.34 5084.68 -2.07586e-07
4803.67723679 -2.54636024355 -0.342710720114 -2341.91 4689.82 -1.01348e-05
5175.08748129 -2.81363331322 -0.368470947152 -2550.77 5107.54 -4.39889e-05
5472.63131611 -2.48132084641 -0.343465176905 -2568.36 5142.72 -1.04384e-06
4996.97193424 -2.54751161227 -0.342644625563 -2425.39 4856.78 -3.5881e-05
4872.02555694 -2.86539681642 -0.381824082086 -2316.09 4638.18 -5.50309e-05
5359.51693797 -2.82026920877 -0.372142117577 -2600.64 5207.28 -5.66273e-06
5400.99167382 -2.62720954463 -0.359372149365 -2529.19 5064.38 -6.87115e-10
5414.63075436 -2.52173306471 -0.349526966152 -2496.57 4999.14 -1.53853e-06
5396.73735957 -2.67353476603 -0.357358027956 -2614.09 5234.18 -8.54105e-05
5350.81308196 -2.56493656094 -0.355696122295 -2479.58 4965.16 -4.45359e-05
5792.30913358 -2.64987622721 -0.360764942522 -2737.8 5481.6 -3.67133e-06
4923.65267963 -2.84292315145 -0.384340727239 -2299.06 4604.12 -1.52101e-05
5290.95380765 -2.28671632194 -0.316031547268 -2552.6 5111.2 -2.71774e-06
5106.31949361 -2.5933604131 -0.355206956107 -2404.69 4815.38 -2.68401e-05
4656.02682545 -2.65031210356 -0.348176019887 -2311.43 4628.86 -8.67013e-06
5520.16702582 -2.76942204484 -0.371573596437 -2643.68 5293.36 -5.02442e-05
5258.23026871 -2.75875228196 -0.37187822792 -2493.67 4993.34 -1.20866e-06
4568.25418435 -2.61087411243 -0.34905204936 -2226.71 4459.42 -5.32645e-08
5556.86937123 -2.77502867185 -0.373435707724 -2638.88 5283.76 -5.60664e-05
5256.50734385 -2.5538730092 -0.350068356238 -2475.78 4957.56 -2.19171e-06
4813.94408377 -2.56631050617 -0.34395907543 -2354.29 4714.58 -6.56516e-05
5596.28043455 -2.5282940815 -0.346077000048 -2668.9 5343.8 -1.64412e-05
5583.46645034 -2.38955236358 -0.331448201902 -2651.23 5308.46 -3.18756e-06
5358.76372119 -2.72498869092 -0.368222571911 -2546.9 5099.8 -2.24338e-05
5799.99362896 -2.58175873843 -0.345336777196 -2834.48 5674.96 -1.94503e-06
5288.95635011 -2.65401500115 -0.359915828141 -2508.2 5022.4 -9.34782e-06
5537.35120045 -2.6951420238 -0.367587949205 -2572.52 5151.04 -0.000112156
4976.81101738 -2.59349921274 -0.348758543877 -2413.1 4832.2 -1.48394e-07
5347.92751982 -2.73100998459 -0.361620532348 -2604.77 5215.54 -2.53792e-07
5373.04582982 -2.70042094954 -0.362622739507 -2576.81 5159.62 -1.26266e-05
5561.26062803 -2.44723625764 -0.33520124928 -2655.64 5317.28 -0.000111404
5794.50005113 -2.48478569667 -0.340615027053 -2763.25 5532.5 -3.84805e-06
4759.74956644 -2.6234465814 -0.353010861943 -2306.34 4618.68 -3.16537e-06
5169.77151995 -2.49878282249 -0.337111025 -2519.94 5045.88 -6.50294e-06
5567.19317903 -2.63755244349 -0.354796604156 -2659.54 5325.08 -7.3537e-06
5003.74544088 -2.41935799462 -0.328406546748 -2434.86 4875.72 -4.6232e-05
5566.58512831 -2.59706682619 -0.350636806714 -2678.78 5363.56 -8.33071e-06
4919.49376977 -2.60764509505 -0.352426150852 -2349.39 4704.78 -3.05543e-05
5338.38998908 -2.76574845229 -0.369473033342 -2575.14 5156.28 -6.62961e-06
5142.65070022 -2.58620302437 -0.353752329923 -2437.49 4880.98 -7.76098e-05
5050.38742325 -2.36746096129 -0.330225738212 -2373.36 4752.72 -0.000197586
5605.65588447 -2.84819810801 -0.382562544944 -2625.31 5256.62 -0.000152369
5369.4250242 -2.62150038417 -0.356128647845 -2559.08 5124.16 -7.73282e-05
5334.71513854 -2.57161839275 -0.344210971762 -2606.42 5218.84 -2.14056e-05
5143.99166158 -2.51348941335 -0.345729388086 -2425.98 4857.96 -9.1723e-06
4988.95769016 -2.78032874127 -0.367569964081 -2430.2 4866.4 -6.65286e-06
5528.40939084 -2.66541429978 -0.365104547171 -2580.67 5167.34 -2.20274e-05
5101.41062265 -2.64569023864 -0.346122387805 -2575.14 5156.28 -6.39697e-06
4611.58077731 -2.66660388366 -0.365380029026 -2159.61 4325.22 -1.15122e-07
6075.65225948 -2.65505777676 -0.359427654389 -2891.39 5788.78 -8.41874e-08
5102.51042684 -2.78965708456 -0.375521132239 -2413.86 4833.72 -9.92927e-05
4999.84174887 -2.85098136848 -0.381416685397 -2368.5 4743 -5.55427e-06
5487.89539448 -2.58754435801 -0.354151740986 -2594.78 5195.56 -7.22203e-06
5365.01261436 -2.73285136607 -0.365277176038 -2598.71 5203.42 -8.33705e-06
4746.02203184 -2.68948715514 -0.362055263803 -2279.79 4565.58 -7.49538e-06
5106.42562771 -2.78045832392 -0.371893733843 -2459.37 4924.74 -5.98985e-05
5080.12730328 -2.84738096918 -0.370380162057 -2506.11 5018.22 -2.51235e-06
5686.63354627 -2.70966313876 -0.364224117991 -2702.93 5411.86 -0.000111644
5071.58790239 -2.73222485014 -0.368469919051 -2404.48 4814.96 -3.07313e-06
5005.62547815 -2.49144760193 -0.338854378003 -2423.68 4853.36 -3.57632e-05
4804.90838136 -2.74256427512 -0.367438741093 -2309.89 4625.78 -1.00344e-05
5266.18615736 -2.58675326484 -0.35128497309 -2523.57 5053.14 -9.38363e-07
5228.1128852 -2.75924538099 -0.361649016539 -2581.14 5168.28 -1.19593e-08
4802.09444964 -2.69316347771 -0.360338990887 -2319.14 4644.28 -1.59388e-05
5030.11007374 -2.58628812294 -0.345792811573 -2465.26 4936.52 -9.52357e-06
5631.62814343 -2.76104212372 -0.370805100654 -2679.77 5365.54 -2.83022e-05
4827.94129356 -2.67646125916 -0.358051059978 -2322.2 4650.4 -5.22221e-06
5664.47322476 -2.62838459254 -0.354764093082 -2716.75 5439.5 -4.82693e-06
4865.68290748 -2.57278944381 -0.342535859564 -2395.21 4796.42 -6.65027e-05
5797.13358311 -2.76120821649 -0.373109546177 -2727.79 5461.58 -4.31037e-06
5443.49001682 -2.64484156221 -0.35317645933 -2634.99 5275.98 -3.9052e-05
5443.61305058 -2.57298530086 -0.349250388814 -2615.49 5236.98 -1.49905e-07
5305.43305861 -2.446180977 -0.333045073659 -2567.79 5141.58 -4.3233e-07
5323.30426165 -2.49755874215 -0.34339319445 -2503.84 5013.68 -5.87982e-06
5225.31045053 -2.66693976557 -0.359657951877 -2504.92 5015.84 -4.92827e-07
5662.73298073 -2.48501523672 -0.338758266574 -2708.42 5422.84 -3.6793e-05
5614.30598028 -2.6214347246 -0.349851447741 -2740.9 5487.8 -1.44437e-05
5306.16638671 -2.53129907661 -0.340239134397 -2587.94 5181.88 -1.02901e-07
5521.70376943 -2.68614201587 -0.360699050734 -2655.2 5316.4 -2.167e-05
5179.62184981 -2.61055018476 -0.348644345974 -2528.04 5062.08 -1.68069e-06
5171.57730777 -2.76405871882 -0.366644506026 -2514.59 5035.18 -9.82488e-06
5118.91487913 -2.61153582141 -0.356404737021 -2419.55 4845.1 -4.90333e-05
5127.25668934 -2.75237407527 -0.375191686991 -2402.11 4810.22 -3.0534e-06
5418.5734811 -2.64883034202 -0.353933640687 -2620.11 5246.22 -4.29745e-05
5330.66255482 -2.61353906766 -0.352253113351 -2559.37 5124.74 -5.03061e-06
5484.10514492 -2.52527307316 -0.344718899253 -2614.54 5235.08 -5.74456e-06
5718.04767193 -2.62301708603 -0.351458465129 -2780.36 5566.72 -7.3527e-06
5915.73199772 -2.57895601649 -0.351299591398 -2818.41 5642.82 -6.23881e-06
5284.94144835 -2.32040587632 -0.322846023797 -2509.68 5025.36 -5.70059e-07
5532.94105692 -2.92714398465 -0.385494000112 -2666.11 5338.22 -2.687e-05
5301.45906342 -2.44944176512 -0.333238817208 -2571.02 5148.04 -3.40617e-05
5431.45498084 -2.54409776363 -0.352368366068 -2508.57 5023.14 -4.78597e-05
5178.32016765 -2.67820458418 -0.355027583939 -2533.71 5073.42 -2.37912e-05
5334.28245382 -2.63242511921 -0.349098814563 -2648.66 5303.32 -1.55638e-05
5266.43852068 -2.72860082195 -0.369534144059 -2473.96 4953.92 -1.33673e-05
