"session","ID","occasion","trap","tim","ss"
1,255,1,5,593864.625,154.2701362
1,256,1,5,595491.1458,154.3232411
1,256,1,6,595500.3958,155.1142154
1,257,1,3,599459.1042,157.6876741
1,257,1,4,599469.1458,157.8491809
1,258,1,1,603642.7708,157.8030118
1,258,1,3,603650.125,158.5023119
1,258,1,6,603660.2083,157.0195836
1,258,1,5,603682.75,156.7996523
1,259,1,3,605156.4167,155.5632989
1,260,1,6,607982.8958,156.7893927
1,261,1,5,608151.7708,153.0767195
1,262,1,4,613489.6667,158.0993349
1,263,1,4,613502.8125,158.705272
1,263,1,3,613524.9167,157.6989332
1,264,1,4,613527.5625,159.6331455
1,265,1,4,613555.7708,160.9607325
1,266,1,4,613589.4792,159.1146213
1,267,1,3,615494.8333,157.0731367
1,268,1,4,617299.125,158.8443091
1,269,1,4,619274.1042,157.8261829
1,270,1,5,619486.0625,154.52513
1,270,1,6,619491.6042,156.2739094
1,271,1,5,619501.0625,154.0925649
1,272,1,3,619579.3542,158.3126671
1,273,1,4,627152.75,159.4458944
1,273,1,3,627162.1875,157.7759195
1,274,1,4,627163.6875,158.2846299
1,275,1,4,627174.2083,158.3963043
1,276,1,4,627940.9167,157.771953
1,276,1,2,627964.9167,159.0712432
1,277,1,4,627977.7083,159.2526042
1,277,1,3,627981.2917,158.0056528
1,278,1,2,632281.0625,157.7494455
1,279,1,2,632312.0417,156.4530197
1,280,1,4,636346.7083,158.004961
1,281,1,4,636357.25,159.5045215
1,281,1,3,636357.9167,158.7581527
1,282,1,3,636367.7708,156.9555419
1,282,1,4,636370.0625,157.2761197
1,283,1,4,636382.5,157.6208458
1,283,1,3,636391.8958,155.8694166
1,284,1,4,636394.8958,157.3395738
1,285,1,2,639275.7083,156.1769881
1,286,1,3,643635.5,158.0208966
1,287,1,3,647518.4792,157.1895131
1,288,1,4,647909.0625,159.1916154
1,289,1,4,650125.6042,157.8159341
1,290,1,4,650145.0833,159.1073895
1,291,1,4,654061.375,157.8848643
1,292,1,4,654097.8125,158.0924835
1,293,1,4,656999.2708,157.4126356
1,294,1,4,657055.2917,156.9094417
1,295,1,4,658192.1458,157.46877
1,296,1,4,662888.5208,156.3469618
1,297,1,4,665388.4167,159.4361163
1,298,1,4,665423.0208,157.4360125
1,299,1,4,669574.2708,157.202904
1,300,1,4,684941.0417,158.0321932
1,301,1,4,684954.2708,158.7045951
1,302,1,4,690697.7917,158.0264284
1,303,1,4,690705.7083,158.0264284
1,304,1,4,690712.4375,157.3166498
1,305,1,4,694903.6458,157.0632398
1,306,1,4,695937.7292,156.8028354
1,307,1,4,698049.7708,156.3477181
1,308,1,4,698489.2708,156.4297844
1,309,1,4,699335.8125,157.2714607
1,310,1,4,701324.2292,158.6419749
1,311,1,4,701329.0208,157.8218333
1,312,1,4,703535.8958,158.097942
1,313,1,4,704552.2708,155.075039
1,314,1,4,705562.125,157.0224811
1,315,1,2,706034.6667,156.2580866
1,316,1,4,718374.7292,156.7972034
1,317,1,4,723237.1042,155.9022317
1,318,1,4,724890.8333,157.1897023
1,319,1,2,727707.3542,156.5032234
1,319,1,4,727737.6458,154.1332486
1,320,1,2,729679.8125,156.3584238
1,321,1,4,731815.7083,159.1335107
1,322,1,4,731824.5,159.1335107
1,323,1,4,731832.125,158.6245099
1,324,1,3,734448.4167,156.5148297
1,324,1,4,734468.9583,157.4183145
1,325,1,4,734481.3958,157.0320568
1,326,1,4,734728.625,154.9717278
1,327,1,4,736714.3958,158.0460477
1,328,1,4,736720.4167,159.7124967
1,329,1,4,736728.8333,159.7124967
1,329,1,3,736733.1042,158.6779865
1,330,1,4,736736.4792,157.8177629
1,330,1,3,736742.2083,156.9126991
1,331,1,4,736744.1042,157.2819031
1,332,1,4,736753.2083,157.1022408
1,332,1,3,736771.4375,156.7153714
1,333,1,2,745373.4167,154.1551983
1,334,1,2,745383.4375,154.6817038
1,335,1,4,748478.625,156.5232963
1,336,1,2,753202.6875,154.577841
1,337,1,3,760085.9375,158.6692771
1,338,1,2,762555.7292,156.2605414
1,338,1,3,762562.6875,157.261725
1,339,1,2,763606.8125,155.965932
1,340,1,2,766442.0833,157.3960625
1,341,1,3,769376.4167,159.5553244
1,341,1,4,769386.6458,156.9966804
1,342,1,3,769390.8958,157.0879155
1,342,1,2,769392.9583,155.9366732
1,343,1,4,771140.5,158.4923968
1,343,1,3,771150.9792,159.4637164
1,344,1,4,771193.4167,157.4606575
1,345,1,4,772735.6458,158.4050262
1,345,1,3,772739.2292,158.3362433
1,346,1,3,772747.6458,158.7151707
1,346,1,4,772753.7083,156.7893359
1,347,1,3,772758.0208,158.7151707
1,347,1,2,772758.8333,156.5996807
1,348,1,3,772764.125,157.0516577
1,348,1,2,772774.6042,156.1460995
1,348,1,4,772779.7292,156.6312172
1,349,1,2,772785.2708,157.0733626
1,349,1,6,772785.9583,155.3815189
1,350,1,3,779086.875,157.7343691
1,351,1,4,781312.3125,155.0586736
1,352,1,4,781332.2917,154.0219573
1,353,1,2,785032.4375,154.7401952
1,354,1,4,793042.4583,155.3680791
1,354,1,2,793059.5208,154.3376575
1,355,1,3,805156.1042,157.9625954
1,356,1,3,805573.8125,159.5795757
1,357,1,3,805582.2083,158.0974621
1,358,1,3,808021.4792,155.8690582
1,358,1,2,808036.6667,156.7460144
1,358,1,4,808045.8542,156.2974757
1,359,1,4,808704.4792,157.6372859
1,360,1,2,811952.8958,155.6238065
1,361,1,4,819107.1042,157.1655992
1,361,1,3,819110.5625,156.0895644
1,362,1,3,819124.6667,157.3302462
1,363,1,4,819431.8333,156.1068935
1,364,1,3,823361.7083,157.1235537
1,364,1,4,823365.125,156.8947731
1,365,1,2,823389.0417,156.3751457
1,366,1,4,827790.4792,156.6223604
1,367,1,5,844771.3542,156.1806188
1,368,1,4,852409.8125,157.8898767
1,369,1,4,853273.0625,158.4895343
1,370,1,5,857064.0625,156.7151421
1,371,1,5,857071.9792,156.7151421
1,372,1,3,860243.4583,159.4053645
1,373,1,5,864869.7708,162.9160939
1,373,1,6,864881.6042,158.4163163
1,374,1,6,864919.0417,156.1407892
1,375,1,2,866194.4792,157.6300478
1,376,1,5,868696.9167,163.0877188
1,377,1,6,868763.2292,156.5656201
1,378,1,6,868771.9583,155.7981127
1,379,1,6,868793.2292,155.7892901
1,380,1,6,872052.3125,158.1753549
1,381,1,6,872098.6875,157.7314517
1,382,1,6,872107.3958,156.1023172
1,383,1,5,872155.4583,156.7455325
1,384,1,5,877112.0417,163.2926954
1,384,1,6,877123.9375,158.0625699
1,385,1,6,877174.8958,156.2667055
1,386,1,6,877196.3958,156.3506144
1,387,1,4,880302.5,158.8887888
1,388,1,5,880508.3125,163.0590212
1,388,1,6,880520.5208,158.5278576
1,389,1,1,880547.5625,154.3042554
1,389,1,6,880561.5625,156.6891678
1,390,1,6,880567.875,156.6891678
1,391,1,3,884246.0833,157.9261283
1,392,1,3,884253.6042,157.9261283
1,392,1,2,884254.9792,156.3103602
1,393,1,2,884272.3542,156.9934837
1,394,1,6,886288.3125,159.0132819
1,394,1,1,886308.9375,155.065956
1,395,1,1,886322.2917,154.5506656
1,395,1,4,886325.0833,158.1233746
1,396,1,1,886330.8958,154.5506656
1,396,1,6,886343.4375,157.5386908
1,396,1,3,886343.875,160.3230341
1,397,1,6,886350.4167,157.5386908
1,398,1,6,886363.125,158.5042994
1,399,1,6,886377.6667,156.3419138
1,399,1,5,886389.2083,158.2129415
1,400,1,5,886401.1667,157.4803879
1,401,1,5,893771.5417,164.9798181
1,401,1,1,893806.3958,155.3214174
1,402,1,1,893818.6458,154.3172245
1,402,1,6,893833.4583,156.4525581
1,403,1,6,893837.7083,156.9396972
1,404,1,6,893849.4375,157.1984547
1,404,1,1,893852.4792,154.8104176
1,405,1,6,893939.875,152.3172328
1,406,1,4,897457.0208,157.3832302
1,406,1,3,897457.7708,157.3246687
1,407,1,4,897467.8333,157.4343044
1,408,1,5,897873.0417,151.5107768
1,408,1,6,897886.6667,153.1727641
1,409,1,5,897895.7292,151.7314854
1,409,1,6,897898.25,153.4924508
1,410,1,5,897904.4167,152.7893243
1,410,1,6,897908.5833,153.4854686
1,411,1,5,897912.2292,152.7893243
1,412,1,6,898679.0208,157.4885777
1,413,1,6,898715.2083,157.41655
1,413,1,1,898718.1875,155.1515156
1,414,1,5,898768.4167,157.4817195
1,415,1,5,898792.3542,157.8407903
1,416,1,5,901887.1042,152.2208618
1,416,1,6,901898,152.8152136
1,417,1,6,901904.2708,152.6885738
1,418,1,6,901915,154.1955683
1,418,1,5,901922.7083,151.3049738
1,419,1,5,902908.9375,164.2659147
1,419,1,6,902922.75,158.9894845
1,420,1,4,902962.3125,157.4512601
1,420,1,6,902972.0625,155.113095
1,421,1,6,902986.0833,158.5080454
1,422,1,6,902989.0625,158.5080454
1,423,1,6,903025.5833,156.1479859
1,423,1,5,903036.2917,158.5241922
1,424,1,6,905355.6875,153.8005435
1,424,1,5,905364.8333,152.1740891
1,425,1,6,905368.0833,153.8419509
1,425,1,5,905370.375,151.277847
1,426,1,6,905374.5,153.1576053
1,427,1,6,905389.5625,152.0220331
1,428,1,6,905408.0625,153.165746
1,429,1,5,907126.4167,164.8396414
1,429,1,6,907139.5208,158.6582438
1,430,1,1,907170.375,154.2424919
1,430,1,6,907186.5417,157.770788
1,431,1,6,909992.5833,154.4656901
1,431,1,5,909995.75,152.314658
1,432,1,6,909999.8333,153.1484652
1,432,1,5,910012.4792,151.8576692
1,433,1,6,910020.5417,155.2367004
1,433,1,5,910024.3542,152.0791101
1,434,1,6,910025.75,155.2367004
1,434,1,5,910037.3125,153.3888335
1,435,1,4,911041.1458,158.4989191
1,435,1,2,911048.5208,156.3408627
1,436,1,4,911069.8958,158.0946752
1,436,1,5,911090.125,165.4656164
1,437,1,4,911095.5625,158.322836
1,437,1,6,911101.2708,159.2552066
1,437,1,1,911119.875,155.1298611
1,438,1,1,911131.2708,156.0065161
1,439,1,1,911138.75,154.5548001
1,440,1,1,911145.0625,154.5548001
1,440,1,6,911149.0833,156.7140084
1,441,1,1,911166.5,156.2989363
1,441,1,6,911167.3333,156.3644834
1,442,1,5,911207.0417,158.6192376
1,443,1,6,913761.3125,154.5367144
1,444,1,6,913765.7292,154.5367144
1,445,1,6,913784.6042,153.1635592
1,445,1,5,913787.6458,152.2697372
1,445,1,3,913788.0417,157.5783315
1,446,1,5,913791.6458,152.2697372
1,447,1,5,913805.8333,152.1486762
1,448,1,5,913819.1042,152.200662
1,449,1,4,915043.5625,157.9426171
1,450,1,4,915072.1875,158.8120051
1,451,1,4,915078.6667,157.7897234
1,452,1,4,915088.1667,158.2550643
1,453,1,4,915095.7708,158.2550643
1,454,1,4,915115,157.7558574
1,455,1,6,917522.0833,154.9594545
1,456,1,6,917529.2708,155.1959711
1,456,1,5,917535.5625,152.8807156
1,457,1,5,917545.8125,152.6037708
1,457,1,6,917549.9792,153.9626969
1,458,1,5,917550.9583,152.8888763
1,458,1,6,917562.5625,153.9240499
1,459,1,5,917567.0417,151.6887756
1,459,1,6,917570.8542,153.9240499
1,460,1,5,919251.0208,164.7197365
1,460,1,6,919262.8333,158.6302065
1,460,1,1,919286.5625,154.1871013
1,461,1,6,919307.625,157.3900916
1,461,1,1,919310.5625,155.1986593
1,462,1,6,919319.2917,157.3900916
1,463,1,6,921388.4375,154.8713097
1,463,1,5,921398.1875,152.9294817
1,464,1,6,921398.9375,154.4260794
1,464,1,5,921406.9167,152.0303693
1,465,1,5,921412.0208,153.321482
1,466,1,5,921420.3333,153.5004548
1,466,1,6,921420.9167,155.2024407
1,467,1,5,921435.3125,153.5469748
1,467,1,6,921442.625,154.3382983
1,468,1,5,921838.5208,164.5355929
1,468,1,1,921875.625,154.9556751
1,469,1,1,921880.75,154.9556751
1,469,1,6,921886.8333,156.4005844
1,470,1,6,921893.0417,155.5543286
1,471,1,6,921905.1042,155.5359436
1,472,1,6,921930.2083,154.7885143
1,473,1,6,921940.1458,156.6187194
1,473,1,5,921965.3958,158.809198
1,474,1,5,924785.3958,164.6104126
1,474,1,6,924799.0417,159.0853961
1,475,1,6,924831.2083,159.0853961
1,476,1,6,924840.6042,156.4195523
1,477,1,6,924846.7917,156.4195523
1,478,1,5,924917.125,159.2586796
1,479,1,4,926541.9583,157.1873924
1,480,1,5,929050.2917,164.7099717
1,480,1,6,929062.0208,158.1827638
1,481,1,6,929099.5625,157.703366
1,482,1,6,929117.1875,157.4531531
1,483,1,5,931462.6667,156.865078
1,483,1,6,931473.125,157.1921351
1,484,1,6,931515.6667,156.3862208
1,485,1,6,931533.0833,155.1337124
1,486,1,6,931543.8333,155.0686489
1,487,1,5,932219.1667,164.798074
1,487,1,6,932231.7917,158.8517447
1,488,1,3,932269.875,158.1633578
1,488,1,1,932274.875,155.3923963
1,489,1,3,932279.8125,158.9875002
1,489,1,6,932288.875,156.5103361
1,490,1,6,932298.5833,157.8252737
1,490,1,4,932315.3542,157.9946248
1,491,1,5,935255.8333,164.6217936
1,492,1,6,935307,157.0274392
1,493,1,6,935315.9375,156.6465674
1,494,1,6,935336.9167,156.5570655
1,495,1,6,935368.3958,156.7329299
1,495,1,5,935381.75,158.3061852
1,496,1,5,937879.7917,156.5943732
1,496,1,6,937889.8333,157.201762
1,497,1,5,937953.1875,155.7330457
1,497,1,6,937953.9792,155.4068491
1,498,1,5,937962.0625,155.7330457
1,498,1,6,937962.4792,154.2141224
1,499,1,5,938589.1875,164.5707636
1,499,1,6,938602.25,158.9233233
1,499,1,1,938624.75,155.0447558
1,500,1,1,938630.25,155.0307489
1,501,1,1,938643.9167,155.4442799
1,501,1,6,938654.9167,156.0570223
1,502,1,6,938671.5208,156.9573082
1,502,1,5,938693.0208,157.9669342
1,503,1,5,942240.6042,152.887296
1,503,1,6,942254.2292,154.9526174
1,504,1,5,942610.125,164.8298102
1,504,1,6,942622.3125,159.8227484
1,505,1,6,942664.7083,155.7463233
1,506,1,2,943846.3958,157.4034245
1,507,1,5,946081.0208,157.2181273
1,507,1,6,946091.5625,159.2678614
1,508,1,6,946157.2292,155.9016152
1,508,1,5,946163.5,154.3316016
1,509,1,6,946171.2292,155.4442846
1,510,1,4,948317.125,158.4524816
1,511,1,5,948371.125,165.9884911
1,511,1,6,948384.2083,158.8926101
1,511,1,1,948403.5833,155.0306749
1,512,1,1,948413.3333,157.3342383
1,512,1,6,948424.4167,158.3384404
1,513,1,1,948427.0625,157.3342383
1,514,1,1,948446.9375,155.3535773
1,514,1,6,948446.9375,157.5906039
1,515,1,6,948462.7083,156.2055404
1,516,1,6,948471.5417,156.2055404
1,517,1,3,949839.1667,157.0618792
1,517,1,2,949848.4583,157.007455
1,518,1,2,949863.1458,156.7642692
1,519,1,5,951504.6667,165.6750388
1,519,1,6,951517.2708,160.5341368
1,520,1,1,951544.2083,154.1844988
1,521,1,1,951557.9167,154.5458809
1,521,1,6,951568.625,157.421054
1,522,1,6,951590.375,156.467631
1,523,1,6,951607.6458,157.2267748
